actor,año_nacimiento,que_hace,conocido_por,lista premios
Peter Jay Fernandez,1953.0,['Reparto'],"['Destino oculto (2011)', 'Brawl in Cell Block 99 (2017)', 'La lista (2008)']",
Martin Benge,,"['Música', 'Reparto', 'Sonido']",[],
Elli Götze,,['Reparto'],[],
Liam Purdy,,['Reparto'],[],
Andrej Polák,1979.0,['Reparto'],"['Operación Anthropoid (2016)', 'Whiskey Cavalier (2019)', 'El pájaro pintado (2019)']",
Mackie Raquiza,,['Reparto'],[],
Mike Kelly,,['Reparto'],[],[]
Agis Emmanouil,,['Reparto'],[],
Maura Murphy,,"['Reparto', 'Guion']",[],
Lauren Shaw,,"['Especialistas', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",[],[]
Sanjay Chandani,2003.0,['Reparto'],[],
Gabrielle McLaren,1997.0,['Reparto'],['The War Bride (2001)'],
Lovely Abella,,['Reparto'],[],
Jude Pago,,"['Dirección', 'Producción', 'Guion']",[],
Jularat Hanrungroj,,['Reparto'],[],
Elisa Moolecherry,,"['Reparto', 'Producción', 'Equipos adicionales']","['La prueba (2003)', 'The Prodigy (2019)']",[]
Jonathan Lanni,,['Reparto'],['Last Stop (2016)'],
Thea Schrader,,['Reparto'],[],
David Coggeshall,2007.0,"['Guion', 'Producción', 'Reparto']","['Plan en familia (2023)', 'Prey (2019)']",[]
Hector Villareal,,"['Reparto', 'Arte', 'Cámara y electricidad']",[],
Zobair Padash,,['Reparto'],[],
Iván De Pineda,1977.0,"['Reparto', 'Banda sonora']","['Cuando ella saltó (2007)', 'Un Buda (2005)', 'Eva y Lola (2010)']",['Argentinean Film Critics Association Awards']
Ray Allen,1975.0,"['Reparto', 'Producción']","['Una mala jugada (1998)', 'Harvard Man (2001)', 'Love Is Blind (2013)']",[]
Phil Hawn,1957.0,"['Reparto', 'Edición', 'Equipos adicionales']","['Veep (2012)', 'The Office (2005)']",[]
Michael Zaino,,"['Sonido', 'Dirección de la segunda unidad o asistencia a dirección', 'Equipos adicionales']",[],
Josh Picker,,"['Reparto', 'Cámara y electricidad']",[],['New Zealand Film and TV Awards (I)']
Jesse Henecke,1963.0,['Reparto'],"['Asesinato en primer grado (2014)', 'Mad Men (2007)', 'Parenthood (2010)']",[]
Liam Lau-Fernandez,,['Reparto'],[],
Adrian Mendoza,,['Reparto'],[],
Allen Levin,2014.0,"['Reparto', 'Casting', 'Localización']",[],[]
Russell Piette,,['Reparto'],[],
Somase Kristine,,['Reparto'],[],
Jenya Lano,,['Reparto'],"['Blade (1998)', 'Killing Cupid (2005)']",['Philadelphia Documentary and Fiction Festival']
Erica Acevedo,,"['Equipos adicionales', 'Reparto', 'Maquillaje']","['The nowhere inn (2020)', 'Westworld (2016)', 'Nuestra mirada (2022)']",
Juan Pablo Igea,,['Reparto'],[],
Javier Ramírez,,['Reparto'],[],
Deana Horváthová,1958.0,"['Reparto', 'Producción', 'Guion']","['Kytice (2000)', 'Nejasná zpráva o konci sveta (1997)']",[]
Jack Noseworthy,1964.0,['Reparto'],"['Matar a Kennedy (2013)', 'The Secret Life of Marilyn Monroe (2015)']",[]
Grégoire Nuss,,['Reparto'],[],
Emilio Caracafe,,"['Música', 'Reparto']",[],
Ranjani Raghavan,,['Reparto'],[],
Sharika McGill,,"['Reparto', 'Producción']",[],
Mitra Hajjar,1977.0,"['Reparto', 'Producción']","['Motevalede mahe mehr (2000)', 'Sagkoshi (2001)']","['World Premieres Film Festival', 'WIND International Film Festival']"
Rick Scott,1952.0,['Reparto'],[],[]
Andie MacDowell,1958.0,"['Reparto', 'Producción', 'Guion']","['Atrapado en el tiempo (1993)', 'Cuatro bodas y un funeral (1994)']","['Academy of Science Fiction, Fantasy & Horror Films, USA', 'César Awards, France', 'Golden Globes, USA', 'Film Independent Spirit Awards', 'Los Angeles Film Critics Association Awards', 'Taormina International Film Festival', 'Venice Film Festival', 'Ethnic Multicultural Media Awards, UK']"
Kelly Miyashiro,,"['Reparto', 'Guion', 'Producción']",[],
Victoria Davis,,['Reparto'],[],
Jeanine Castle,1975.0,"['Equipos adicionales', 'Reparto', 'Vestuario']","['Faded Dreams (2007)', 'For Tom and All Eternity (2009)', 'Niche (2002)']",
Aleksa Palladino,1980.0,"['Reparto', 'Composición', 'Banda sonora']","['Boardwalk Empire (2010)', 'Halt and Catch Fire (2014)', 'Antes que el diablo sepa que has muerto (2007)']","['Screen Actors Guild Awards', 'Sun Valley Film Festival, US', 'Starz Denver Film Festival']"
Rachel Swann,,"['Producción', 'Reparto', 'Equipos adicionales']",[],
Ignacio Montes,1992.0,"['Reparto', 'Banda sonora']","['Los amores cobardes (2018)', 'Vive cantando (2013)', 'Velvet Colección (2017)']",[]
Sandra Voe,1936.0,"['Reparto', 'Equipos adicionales']","['Un tipo genial (1983)', 'Amor inmortal (1994)', 'Indefenso (1993)']",[]
Gérald Laroche,,"['Reparto', 'Composición']","['Dante 01 (2008)', 'Capone (2004)', 'Voltaire High (2021)']",['Biarritz International Festival of Audiovisual Programming']
Poovan Aquin,,['Reparto'],[],
Robin de Jesus,1984.0,"['Reparto', 'Banda sonora']","['Los chicos de la banda (2020)', 'Camp (2003)']",['Outfest Legacy Awards']
Katharina Leonore Goebel,1989.0,"['Reparto', 'Producción', 'Guion']","['Goldilocks (2020)', 'Watzmann ermittelt (2019)', 'Frau Stern (2019)']",
Jacob Grosen,1988.0,['Reparto'],"['Kærestesorger (2009)', 'Sorg og glæde (2013)']",
Adam Murphy,,['Reparto'],[],
Sebastian Armesto,1982.0,"['Reparto', 'Dirección', 'Guion']","['Anonymous (2011)', 'Bright Star (2009)']",[]
Iain De Caestecker,1987.0,['Reparto'],"['Buscando un Final Feliz (2013)', 'Overlord (2018)']",[]
Alice Heyward,,['Reparto'],[],
Carolyn Bock,,['Reparto'],[],
Laura Fraser,1975.0,['Reparto'],"['Destino de caballero (2001)', 'Better Call Saul (2015)', 'Breaking Bad (2008)']","['BAFTA Awards, Scotland', 'Screen Actors Guild Awards']"
Daniel Harrold,,['Reparto'],[],
Vincent Maggio,1975.0,['Reparto'],"['You Have the Right to Remain Violent (2010)', 'Saturday Morning (2007)', 'Faded (2005)']",[]
Vinny Argiro,,['Reparto'],"['Bulworth (1998)', 'Risky Business (1983)']",
Maeve Mosier,,['Reparto'],[],
Anne Wolf,,['Reparto'],[],
Charles Robinson,1945.0,"['Reparto', 'Dirección', 'Casting']","['Juzgado de guardia (1984)', 'El trébol azul (1992)', 'Secret Santa (2003)']",[]
Maria Mason,1956.0,['Reparto'],"['Las últimas vacaciones (2006)', 'Deal (2008)']",[]
Simon Van Buyten,,['Reparto'],[],
Alison Whitney,,"['Reparto', 'Producción', 'Guion']","['American Housewife (2016)', 'Jane the Virgin (2014)']",
Murad Mahmoud,,['Reparto'],[],
Erich Silva,1970.0,"['Reparto', 'Guion', 'Dirección']",['Dogville (2003)'],[]
Cara Theobold,1990.0,['Reparto'],"['Downton Abbey (2010)', 'Crazyhead (2016)', 'Absentia (2017)']","['Screen Actors Guild Awards', 'Behind the Voice Actors Awards']"
Nini Salerno,1948.0,"['Reparto', 'Dirección', 'Guion']","['Arrivano i miei (1983)', 'Papà prende moglie (1993)']",[]
Peggy Gedeon,,['Reparto'],[],
Christian Pepin,,['Reparto'],[],
Megan Cooke,,['Maquillaje'],[],
Roger Aaron Brown,1949.0,"['Reparto', 'Equipos adicionales']","['RoboCop 2 (1990)', 'Buscando un amigo para el fin del mundo (2012)']",[]
Kenny Smith,1965.0,"['Producción', 'Reparto', 'Guion']","['Garra (2022)', 'The Pathway (2022)']",[]
Emanuel Gironi,,"['Reparto', 'Guion', 'Dirección']",[],
Daniel Vogel,,"['Reparto', 'Guion', 'Producción']","['The Fallen (2019)', 'Going Home (2012)', 'Médium (2005)']",
Markus Vuorikoski,,['Reparto'],[],
Liv Tyler,1977.0,"['Reparto', 'Producción', 'Banda sonora']",['Armageddon (1998)'],"['Critics Choice Awards', 'National Board of Review, USA', 'Online Film Critics Society Awards', 'Russian Guild of Film Critics', 'Screen Actors Guild Awards', 'Phoenix Film Critics Society Awards', 'Scream Awards', 'Awards Circuit Community Awards', 'The Stinkers Bad Movie Awards', 'Gold Derby Awards', 'Bravo Otto']"
Ward Kerremans,1988.0,['Reparto'],"['Tierra natal (2021)', 'Billie vs Benjamin (2022)']",
Dogukan Güngör,1996.0,['Reparto'],"['Mundos Opuestos (2022)', 'Zaferin Rengi (2024)', 'Sadik Ahmet (2024)']","['Turkey Youth Awards', 'Ayakli Gazete TV Stars Awards']"
Or Barak,,['Reparto'],[],
Abbi Lake O'Neill,,"['Reparto', 'Guion', 'Dirección']",[],
Louise Deslières,,['Reparto'],[],
Elena Irureta,1955.0,"['Reparto', 'Dirección']","['Patria (2020)', 'El comisario (1999)', 'Flores de otro mundo (1999)']","['Alcalá de Henares Short Film Festival', 'Bordeaux International Festival of Women in Cinema', 'Almería International Film Festival', 'Feroz Awards, ES', 'The Platino Awards for Iberoamerican Cinema', 'José María Forqué Awards']"
Naveen Krishna,,"['Reparto', 'Edición']",[],
Eoin Geoghegan,,"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Nazarena Smit,,['Reparto'],[],
Ellen Hillingsø,1967.0,"['Reparto', 'Equipos adicionales']","['Eksperimentet (2010)', 'Karlas kabale (2007)', 'Sekten (1997)']",['Danish Film Awards (Robert)']
Francis Kohler,,"['Reparto', 'Cámara y electricidad']",[],
Claude Schaffer,,['Reparto'],[],
Maria Kania,1990.0,['Reparto'],"['Slugi wojny (2019)', 'Hai shen mi ma (2014)', 'Na dobre i na zle (1999)']",
Chinnijayanth,,"['Reparto', 'Dirección', 'Guion']",[],
Nicolás Saavedra,1975.0,"['Reparto', 'Guion', 'Producción']","['Una mujer fantástica (2017)', 'Santiago Violenta (2014)', 'Mi mejor enemigo (2005)']",['Chileans Altazor Awards']
Paul Cross,,"['Diseño de producción', 'Dirección de arte', 'Arte']",[],[]
Jon Hamm,1971.0,"['Reparto', 'Producción', 'Dirección']","['Mad Men (2007)', 'El chico del millón de dólares (2014)']","['Primetime Emmy Awards', 'Golden Globes, USA', 'Monte-Carlo TV Festival', 'National Board of Review, USA', 'Television Critics Association Awards', 'Washington DC Area Film Critics Association Awards', 'CinemaCon, USA', 'Critics Choice Television Awards', 'IGN Summer Movie Awards', 'Online Film & Television Association', 'International Online Cinema Awards (INOCA)', 'Voice Arts Awards', 'St. Louis Walk of Fame']"
Christian,1974.0,"['Reparto', 'Producción', 'Edición']","['El caballero oscuro (2008)', 'Batman Begins (2005)', 'American Psycho (2000)']","['Academy Awards, USA', 'Academy of Science Fiction, Fantasy & Horror Films, USA', 'Boston Society of Film Critics Awards', 'Critics Choice Awards', 'Sitges - Catalonian International Film Festival', 'Chicago Film Critics Association Awards', 'Dallas-Fort Worth Film Critics Association Awards', 'Florida Film Critics Circle Awards', 'Golden Globes, USA', 'Satellite Awards', 'Film Independent Spirit Awards', 'Kansas City Film Critics Circle Awards', 'Las Vegas Film Critics Society Awards', 'London Critics Circle Film Awards', 'National Board of Review, USA', 'Online Film Critics Society Awards', 'Palm Springs International Film Festival', 'San Diego Film Critics Society Awards', 'Screen Actors Guild Awards', 'Teen Choice Awards', 'Young Artist Awards', 'Empire Awards, UK', 'Seattle Film Critics Awards', 'Vancouver Film Critics Circle', 'Phoenix Film Critics Society Awards', 'Chlotrudis Awards', 'Fangoria Chainsaw Awards', 'Central Ohio Film Critics Association', 'Austin Film Critics Association', 'Washington DC Area Film Critics Association Awards', 'Telluride Film Festival, US', 'North Texas Film Critics Association, US', 'St. Louis Film Critics Association, US', 'Alliance of Women Film Journalists', 'Detroit Film Critics Society Awards', 'New York Film Critics, Online', 'Indiana Film Journalists Association, US', 'Iowa Film Critics Awards', 'Denver Film Critics Society', 'IGN Summer Movie Awards', 'SESC Film Festival, Brazil', 'Utah Film Critics Association Awards', 'Oklahoma Film Critics Circle Awards', 'Houston Film Critics Society Awards', 'Online Film & Television Association', 'Awards Circuit Community Awards', 'Italian Online Movie Awards (IOMA)', 'Golden Schmoes Awards', 'International Online Cinema Awards (INOCA)', 'Nevada Film Critics Society', 'Yoga Awards', 'Russian National Movie Awards', 'Hawaii Film Critics Society', 'Philadelphia Film Critics Circle Awards', ""Music City Film Critics' Association Awards""]"
Pengfei Hao,,['Reparto'],[],
Dennis Dun,1952.0,"['Reparto', 'Equipos adicionales']","['Golpe en la pequeña China (1986)', 'El príncipe de las tinieblas (1987)', 'Manhattan Sur (1985)']",[]
Jesse Metcalfe,1978.0,"['Reparto', 'Producción', 'Banda sonora']","['Mujeres desesperadas (2004)', 'Todas contra él (2006)', 'Más allá de la duda (2009)']","['Screen Actors Guild Awards', 'Teen Choice Awards']"
Said Amel,,['Reparto'],[],
Daniel Nelson,,"['Especialistas', 'Reparto']",['Mortal Kombat (2021)'],
Robert Preston,1918.0,"['Reparto', 'Banda sonora']",['Vivir de ilusión (1962)'],"['Laurel Awards', 'Los Angeles Film Critics Association Awards', 'National Board of Review, USA', 'National Society of Film Critics Awards, USA', 'Western Heritage Awards', 'Sant Jordi Awards']"
Shlomo Kabudi,,['Reparto'],[],
Ebrahim Jaffer,,['Reparto'],"['Recuérdame (2010)', 'Elementary (2012)']",
Aliette Langolff-Colas,,['Reparto'],[],
Rene Arreola,,['Reparto'],[],
Ashleigh Dejon,1981.0,"['Especialistas', 'Reparto']","['Divergente (2014)', 'La quinta ola (2016)', 'El amanecer del planeta de los simios (2014)']",[]
Zachary Throne,1967.0,"['Reparto', 'Música', 'Equipos adicionales']","['Flushed Away (2006)', 'Cop Rock (1990)', 'The Heights (1992)']",[]
Kelly Austin,,['Reparto'],[],[]
Franz Bretschneider,,['Reparto'],[],
Connie Britton,1967.0,"['Reparto', 'Producción', 'Banda sonora']","['Buscando un amigo para el fin del mundo (2012)', 'American Ultra (2015)', 'Nashville (2012)']","['Satellite Awards', 'Sundance Film Festival', 'Gold Derby Awards', 'Pena de Prata']"
Jeff Applegate,1970.0,['Reparto'],"['El buen pastor (2006)', 'Veronika decide morir (2009)', 'FBI (2018)']",
Mia Moser,,['Reparto'],[],
Werner Schünemann,1959.0,"['Reparto', 'Dirección', 'Guion']","['Netto Perde Sua Alma (2001)', 'Me Beija (1984)', 'O Mentiroso (1988)']","['Brazilia Festival of Brazilian Cinema', 'Cine Ceará - Ibero-american Film Festival', 'Prêmio Qualidade, Brazil']"
Jacques Theron,,['Reparto'],"['Mooiweer en Warm (2023)', 'Moffie (2019)']",
Günther Arnulf,,['Reparto'],[],
Leandro Hassum,1973.0,"['Reparto', 'Equipos adicionales', 'Dirección']","['Xuxa em O Mistério de Feiurinha (2009)', 'Até que a Sorte nos Separe (2012)', 'Os Caras de Pau (2010)']",[]
Alex Scott,1929.0,['Reparto'],"['Romper Stomper (1992)', 'Fahrenheit 451 (1966)']",[]
Hünkar Nihal Konar,,['Reparto'],[],
Eric Callero,,"['Reparto', 'Producción', 'Guion']","['Let Us In (2021)', 'Feud (2017)', 'Cambiadas al nacer (2020)']",
Clifton James,1920.0,['Reparto'],"['Vive y deja morir (1973)', 'La leyenda del indomable (1967)']",[]
Ibo Süyün,,['Reparto'],[],
Hussain Dalal,1989.0,"['Guion', 'Reparto', 'Música']","['Yeh Jawaani Hai Deewani (2013)', '2 States (2014)']","['Filmfare Awards', 'Apsara Film Producers Guild Awards']"
Ruth Elliott,2014.0,"['Animación', 'Arte', 'Producción']","['Space Jam (1996)', 'La película de Tigger (2000)']",
Blu Yoshimi,1997.0,['Reparto'],"['Caos Calmo (2008)', 'El nido (2021)', 'Codice rosso (2006)']",
Mark Taniguchi,2009.0,['Reparto'],"['Terror is the Night (2011)', 'Blackout (2009)']",
Kushal Raj,,['Reparto'],[],
Alejandra Aristegui,,['Reparto'],[],
Kiersten DeBrower,,['Reparto'],[],
Yayu A.W. Unru,2023.0,"['Reparto', 'Equipos adicionales']","['Posesif (2017)', 'Tabula Rasa (2014)']",['Festival Film Indonesia']
Marissa Anita,2008.0,"['Reparto', 'Equipos adicionales']","['La mujer del infierno (2019)', 'Gundala (2019)']","['Festival Film Indonesia', 'Maya Awards']"
Elvin Lam,,['Reparto'],[],
Erik Martin,,"['Especialistas', 'Reparto']",[],['Screen Actors Guild Awards']
Robert Gwisdek,1984.0,"['Reparto', 'Dirección', 'Edición']","['Circuit (2013)', 'Das Heimweh der Feldforscher (2011)', 'Kohlhaas oder die Verhältnismäßigkeit der Mittel (2012)']","['German Film Awards', 'Günter Strack TV Award', 'German Screen Actors Awards', 'Busho, Budapest International Short Film Festival']"
Kim Martin,,"['Reparto', 'Especialistas', 'Dirección de producción']","['Color of Vacancy (2020)', 'Defiants (2021)']",[]
Julie Wieth,1960.0,['Reparto'],"['Los idiotas (1998)', 'El reino (1994)']",[]
James Ferguson,,"['Reparto', 'Dirección', 'Guion']","['Into the Wild Frontier (2022)', 'Senior (2022)']","['Accolade Competition', 'Florence Film Awards', 'Roma Short Film Festival', 'Milan Gold Awards', 'Paris Film Awards', 'The IndieFEST Awards']"
Nathan McIver,,['Reparto'],[],
Li Qing Ke,,['Reparto'],[],
Marvin Young,1967.0,"['Reparto', 'Composición', 'Producción']","['Dando la nota (2012)', 'La ciudad perdida (2022)']","['Grammy Awards', 'American Music Awards']"
Nicola Fritzen,,['Reparto'],"['En el lugar del crimen (1970)', 'Rumkugeln mit Völkerball (2003)', 'Marie fängt Feuer (2016)']",
Josh Hamilton,1969.0,"['Reparto', 'Producción']",['Eighth Grade (2018)'],"['Daytime Emmy Awards', 'Austin Film Critics Association', 'Williamsburg Independent Film Festival, US', 'Detroit Film Critics Society Awards', 'Chelsea Film Festival', 'Frida Film Festival']"
Noelia Bodas,,"['Guion', 'Reparto', 'Equipos adicionales']",[],
Danae Cisneros,,['Reparto'],[],
Abhishek,1976.0,"['Reparto', 'Música', 'Dirección de la segunda unidad o asistencia a dirección']","['Sarkar (2005)', 'Happy New Year (2014)', 'Dostana (2008)']","['Awards of the International Indian Film Academy', 'Zee Cine Awards', 'Apsara Film Producers Guild Awards', 'Bollywood Awards', ""People's Choice Awards, India"", 'Indian Television Academy Awards, India', 'Annual Central European Bollywood Awards, India', 'Stardust Awards, India', 'Times of India Film Awards', 'BIG Star Entertainment Awards, India', 'HT Café Film Awards', 'Cosmopolitan Fun Fearless Awards', 'Dainik Bhaskar Bollywood Web Awards', 'Zoom Glam Awards', 'Sabsey Favourite Kaun Awards', ""Bollywood Hungama Surfers' Choice Movie Awards"", 'Screen Awards, IN', 'Indian Film Festival Of Melbourne', 'Global Film Awards', 'IWM Digital Awards', 'Filmfare OTT Awards', 'Pogo Amazing Kids Awards', 'Indian Telly Streaming Awards', 'Bollywood Life Awards', 'Lokmat Stylish Awards', 'Iconic Gold Awards', ""HT India's Most Stylish Awards""]"
Lance Hubbard Jr.,,['Reparto'],[],
Anjanette Comer,1939.0,"['Reparto', 'Banda sonora']","['Jaula sin techo (1973)', 'Los cañones de San Sebastián (1968)', 'Los seres queridos (1965)']",['Western Heritage Awards']
Tobias Lange,,"['Reparto', 'Cámara y electricidad']",[],
Ngozi Eruka,,['Reparto'],[],
Perry Tyler,1969.0,"['Guion', 'Dirección', 'Producción']","['Diario de una chiflada (2005)', 'Perdida (2014)', 'La gran reunión de Madea (2006)']","['Academy Awards, USA', 'BET Awards', 'Boston Society of Film Critics Awards', 'Primetime Emmy Awards', 'Humanitas Prize', 'Walk of Fame', 'BET Comedy Awards', 'Black Movie Awards', 'CinemaCon, USA', 'African-American Film Critics Association (AAFCA)', 'The Stinkers Bad Movie Awards', 'Black Film Critics Circle Awards', 'AARP Movies for Grownups Awards']"
Utsavi Baviskar,,['Reparto'],[],
Bill Nighy,1949.0,"['Reparto', 'Producción', 'Banda sonora']","['Love Actually (2003)', 'Entre líneas (2011)']","['Annie Awards', 'BAFTA Awards', 'Broadcasting Press Guild Awards', 'Cinema Writers Circle Awards, Spain', 'Cinequest San Jose Film Festival', 'Evening Standard British Film Awards', 'Golden Globes, USA', 'Satellite Awards', 'London Critics Circle Film Awards', 'Los Angeles Film Critics Association Awards', 'Palm Springs International Film Festival', 'Teen Choice Awards', 'Utah Film Critics Association Awards', 'Overcome Film Festival']"
