,puntuacion_imdb,direccion,guion,argumento,duracion,titulo, anio
1928,9.3,Marko Sanginetto,Jim Houck,"A brilliant American novelist must make an impossible choice; give up on his epic novel, or lose his beautiful muse who is making it possible.",90,the writer,2018
1929,-,Rajesh Karthick,-,-,119,kadhalargal valibar sangam,2018
1930,-,K. Ganeshan,-,-,130,18.05.2009,2018
1931,7.6,"['William Alves', 'Zefel Coff']","['William Alves', 'Zefel Coff']",-,90,a roda da vida,2018
1932,-,Om Sri Kannaji,-,-,-,maya bhavanam,2018
1933,-,Mulaiyur A. Sonai,-,Bruce (himself) lives in a village area close to the mountain ranges with his mother. He acts as a single warrior when it comes to dealing with the crisis and other issues that his village faces and he single handedly manages to rescue his village from threats. Most of the people in the village also seek Bruce for assistance when they face problematic situations. On o... Leer todo,117,puthiya bruce lee,2018
1934,-,Goutham,-,-,103,roja maaligai,2018
1935,-,Ranjith Parijatham,Ranjith Parijatham,-,125,pei irukka illaya,2018
1936,-,Bharani,-,"A wafer-thin plot, coupled with an amateurish making make the watching experience a terrible one.",133,ondikatta,2018
1937,4.1,Amir Shawkey,Sameh Ser El Khetm,"Story revolves around the interaction of people in their lives and the circumstances they face, as well as the role and impact of friendship in facing these circumstances. The events show us the true concept of friendship and the value of its ties.",-,the cave,2018
1938,7.3,Mike Newell,"['Don Roos', 'Kevin Hood', 'Thomas Bezucha']",-,124,the guernsey literary society,2018
1939,-,Yamin Messika,"['Yarmi Kadoshi', 'Yamin Messika', 'Eli Tavor']","Yu-Ya, a fighter in an elite unit, wants to marry. A problem arises in the rabbinate: his father is not registered on his identity card and therefore Yu-Ya cannot marry. With the help of his army commander, he sets out on a search for his parents' roots and identity.",74,parashat onkelos,2018
1940,-,Prabhas Nimmala,-,-,134,satya gang,2018
1941,-,-,-,Ver la información de la producción en IMDbPro,-,middonaito janaru kieta yukai-han o oe! nanatoshi-me no shinjitsu,2018
1942,-,Guna Apparao,-,-,115,student power,2018
1943,-,J.P. Sravan Kumar,-,-,96,sainyam,2018
1944,-,Karthick Sivan,-,-,115,thiru,2018
1945,-,Narra Sivanageswararao,-,A conversation between a Psychologist and a Patient. The Patient reveals that her dreams are becoming true which rotates her husband. The Drama unveils when the patient starts explaining the dreams.,113,junction lo jayamalini,2018
1946,-,Haribabu,-,-,143,soda goli soda,2018
1947,-,Naga,-,-,125,vanmurai paguthi,2018
1948,-,Vinoth Thangavel,-,-,-,yaagan,2018
1949,-,A.V. Giri,-,The film revolves around a visually challenged person who is actually the master mind of a well planned kidnapping case.,114,moonavathu kann,2018
1950,-,R. Selvanathan,-,-,131,adanga pasanga,2018
1951,7.9,M.A. Bala,-,-,117,karthikeyanum kaanamal pona kadhaliyum,2018
1952,-,Sathish Subramaniam,-,-,136,semmari aadu,2018
1953,-,R. Thirupathy Rajan,-,-,104,raaga thaalangal,2018
1954,-,Ravi Rahul,-,-,113,kalavani sirukki,2018
1955,-,S. Thomas Newton,-,-,-,sagavaasam,2018
1956,-,Rajesh Venoor,-,"Her search for someone brings Sherlin to Karnataka from Finland. Although she seeks help from Raghava and Sandhya, she must fight her battle alone. Will she be able to overcome all the hurdles and succeed in her mission?",134,asathoma sadhgamaya,2018
1957,7.6,-,-,"Ranadakanta Nagchowdhuri, a renowned businessman's Son Saikat who obtains a degree in mining engineering and a grand party is organized to celebrate the occasion. Things go wrong when Saikat's friend is murdered at the party.",106,rahashyavedi basab,2018
1958,6.0,-,-,"The measured life of a provincial town is shaken by terrible news: the body of a 32-year-old woman has been found. There is a suspicion that the deceased is the sister of the investigator of the local police department, Rita Tikhonova, who disappeared 14 years ago. An investigation begins, during which Rita is faced with very strange circumstances and understands that... Leer todo",55,rusalki,2018
1959,-,-,-,Ver la información de la producción en IMDbPro,82,big-chested sisters,2018
1960,-,Martinz Nnaji Jr.,Martinz Nnaji Jr.,"A young police officer wants to make it by any means, but when he ends up killing an innocent man, the man's daughter promises to avenge her father's death.",96,unlove me,2018
1961,-,Austin Nnaemeka Soundmind,Kensteve Anuka,Queen of the Sun is a story that traces the journey of an aspiring hunter from the rustic lanes of Lucknow to the glitz and glamour of a Kingdom. A Princess left her fathers' palace and a white man arranged for married by her father the King for a village hunter. LOVE IS REALLY.,158,queen of the sun,2018
1962,-,Fabio Mascia,-,"The La Torre Camorra clan is led by the feared and respected Don Carmelo, the boss who runs a northern city. Alongside Carmelo there are many trusted men, including Rosario D'anzio, the boss's right hand man, who at first is sent to negotiate a sale with Giannino, boss of La Zarra affiliated with the La Torre clan. Giannino threatens Rosario to pass to the Tommasino f... Leer todo",-,dove tutto ebbe inizio,2018
1963,4.1,Umi Ishihara,Umi Ishihara,Umi Ishihara soaks the frame with melancholia as her characters drive into the night with no destination in sight for her effortlessly cool debut feature that explores the limbo state of becoming an adult.,77,gâden apâto,2018
1964,-,Goodnews Erico Isika,Eze Valentine,"It is an intriguing story of a young copper who is caught in a dilemma of love and sacrifice. Things do not remain the same for Prince Nnamdi, when his father the king disown him, Feeling a sense of indebtedness towards his fiancée whom his father called OUTCAST, Prince Nnamdi park out of king's palace to protect his fiancée.",201,the outcast,2018
1965,-,Igor Grinyakin,-,-,-,kazhdomu svoyo,2018
1966,7.0,Cao Fei,-,"An architect and a prisoner living in parallel realities in the present time and an ambiguous distanced past conjure up imaginations and experiences of imprisonment. A dialogue across space and time on the relations between humans, the world, and freedom.",59,prison architect,2018
1967,5.0,Reza Fahimi,"['Amir Abdi', 'Majid Esmaili Parsa']","A middle-aged couple whose son is living abroad live a quiet lonely life. The old man has been trying for some time to convince his wife to go together to a rest home to have better care and attention. The woman is against the idea and says they can manage alone. In the end, their conditions and inability to do some things forces the wife to agree hopelessly. But fate... Leer todo",76,dobareh zendegi,2018
1968,6.1,"['Dawei Lee', 'Jian Shun Lin']",Jian Shun Lin,One of the Widows have kept a Lover for fifteen (15) years!,83,the chinese widows,2018
1969,-,-,-,Ver la información de la producción en IMDbPro,-,bi jukujo den'en furin-dzukushi,2018
1970,-,Marina Martínez,-,-,-,días mejores,2018
1971,-,Boumaiza Abdel Raouf,-,"Four friends risk their lives to reach to Europe, then suddenly bad things start to happen.",-,nuit blanche,2018
1972,-,Touati Sara,Touati Sara,"Story of girl who grow up without a dad, Touati Sarah dedicated this short film to every person who raised without a father.",-,ou est l'espoir?,2018
1973,-,Frezell Roux,"['Mark Corbin', 'Frezell Roux']",-,-,fast life: the evolution,2018
1974,-,Aman Firoz Khan,-,"Saint Nerry Marathi Medium is a Marathi movie starring Mohan Joshi and Swapnil Rajshekhar in prominent roles. The movie also stars Teja Deokar. It is a drama directed by Aman Khan with Rajesh Jadhav as producer, forming part of the crew.",101,saint nerry marathi medium,2018
1975,-,-,-,Reparto principal,-,poya velaya patthukkittu,2018
1976,-,Kajari Modak,-,"Karim is a religious man. Tea-Stall vendor Karim respects all religion. One day their new born baby expired leaving them alone, Meanwhile another child was born in the womb of an unmarried mother Anindita, Anindita's family did not accept the child and gave to Aya Masi to kill the baby. Masi left the baby in the courtyard of widow woman Nandita. As Nandita could not f... Leer todo",-,tridhara,2018
1977,-,"['Massimiliano Boldrini', 'Claudio Cirri', 'Cristiano Gazzarrini']","['Massimiliano Boldrini', 'Claudio Cirri', 'Cristiano Gazzarrini']",-,83,zitta!,2018
1978,6.3,Terry Gilliam,"['Terry Gilliam', 'Tony Grisoni', 'Miguel de Cervantes y Saavedra']",-,132,the man who killed don quixote,2018
1979,7.2,Jacky Jhaj,"['Jacky Jhaj', 'Bobby Jhaj']","The London Lad, The Angel from Cali and The New York Jock collide in the city of unrequited dreams, in pursuit of True Romance, as they fight to defy a life of Coulda Woulda Shoulda's, in this unique Romantic Dramedy.",110,"coulda, woulda, shoulda",2018
1980,-,Carlos Alfredo Fatule,"['Carlos Alfredo Fatule', 'Andrea Landinez', 'Abraham Vasquez']",-,-,money latino,2018
1981,4.6,Donny Armstrong,Donny Armstrong,"Five.K.One, two best friends has to chose between life in the streets and loyalty when they are indicted with the help of an informant that causes everyone to be a suspect to the Boss.",108,5k1,2018
1982,7.0,Silk White,Silk White,-,79,the serial cheater,2018
1983,7.4,Kim Jin-yu,Kim Jing Yu,"Bo Ri is the only family member who can hear. She talks to her friends while finding signing with her family difficult. Wishing to be deaf, she jumps into the sea and loses consciousness. Waking up in the hospital, she pretends she's deaf.",110,bori,2018
1984,-,David Kennedy Polanco,David Kennedy Polanco,"Harvard, a brainy, pretentious Mexican-American returns to his family home in East Los Angeles for what was scheduled to be a brief pause in his education. His family is caring for Ayers, a compassionate emotionally lost Midwesterner. They become a romantic couple. As years progress both young men are faced with what might have been and all the goals they promised to ... Leer todo",49,"now, it's tomorrow",2018
1985,-,-,-,"Hanz's family is deep in debt due to his father's gambling issue and in order to pay up to the moneylenders, the teenager is forced to quit his dancing group so he can take on a few jobs. However, his friends keep asking him to return to the group and Hanz will have to make a choice between money and dream.",118,who is the champion?,2018
1986,-,Abraham Nielebock,"['Paul Henßge', 'Linda A. Lattorff', 'Abraham Nielebock']","Ira is a young girl who is struggling with oppression, depression and behavioral disorders. Misunderstood by friends and schoolmates, she finds it difficult to establish herself in the circles while her psychologist tries to treat her. However, she does not make it easy for anyone, especially the relationship with her mother suffers. Improvement seems unlikely until t... Leer todo",51,ira (german),2018
1987,-,"['Stacey Gill', ""Stacey 'Ms. Breezy' Gill""]","[""Stacey 'Ms. Breezy' Gill"", 'Stacey Gill']",-,102,a promise that was broken,2018
1988,-,Stacey Gill,Stacey Gill,-,102,a promise that was broken,2018
1989,-,"['Isaac Oluwole Olaleye', 'Sola Oyin-Adejobi']","['Isaac Odeniran', 'Ifeoluwa Ayoola Olutayo']",Omo Awo is the story of a man who is a child of God. Unknown to him his father is an occultist. His mother and other siblings died when he was two years old. He is the only child left by his mother. His father has had struggles in business and family in his early life which has led his father to seek solutions from all spiritual and physical sources. His father's wife... Leer todo,-,child of the occult,2018
1990,-,Amaka Anioji,Amaka Anioji,"A family with a flawed family portrait. A nuclear with an inbreeding, a nuclear bomb that's the paradox invective. After many years of avoiding home because of the toxic relationship between their Father and Mother, and hatred for each other. Brothers: Duke, Bennett, and Ephraim are forced Back home to bury their parents and team up to save their childhood home and Fa... Leer todo",-,inbred,2018
1991,-,Jimmy Dasaint,Jimmy Dasaint,Two friends from the mean streets of Philly are in a struggle to make it out the drug game alive.,-,the trap,2018
1992,6.8,Alex Roman,Taylor Saracen,"If a year spent driving a town car in Las Vegas has taught Cameron anything, it's that everybody is looking for an outlet, even himself.",45,vegas nights,2018
1993,2.0,Shashikantha Aneka,Kora Nageshwara,"Jhansi is a young and ambitious IPS officer and she takes on a case that requires her to interrogate and fight one of the most dreaded criminals in Madikeri. While Jhansi can take on any problem, this particular case proves to have a few obstacles.",126,janagana mana,2018
1994,-,S. Raju Chatnally,S. Raju Chatnally,Sundar is the stud in his village. He believes that he can solve any problem and charm any woman. This film follows his different misadventures in his village with all the caricature-like characters who live there.,122,kanthri boys,2018
1995,-,Maurice Jones,Maurice Jones,-,-,love beat the hell out of me,2018
1996,-,Just B.K.,-,"A pair of best friends embarks on a trip to get over their monotonous life. During the trip, they happen to meet a cute and lively lady who turns out to be the dream lady for both the guys and they instantly fall for her.",122,love you 2,2018
1997,9.5,Srini,-,A realistic take on the innocent mistakes committed by the modern day youngsters.,100,kelavu dinagala nanthara,2018
1998,8.5,Raj Praveen,-,"Ram is hearing-impaired after a large explosion in a factory that he owns, but he doesn't want people around him to know about his impairment. On the advice of doctor, Ram, with his friend Bharath, stays at a farm house in Himagiri, before getting operated upon, where he meets his dream girl, Aadhya. Ram falls in love with Aadhya at first sight, but doesn't want her t... Leer todo",159,kattu kathe,2018
1999,7.0,Germaine Dulac,Louis Delluc,"Coveted by two different men, a woman turns to a third man instead.",67,la fête espagnole,2019
