,puntuacion,datos_direccion,datos_guion,argumento,duracion_minutos,nombre_peli,anio_peli
167,5.2,Josh Guffey,Josh Guffey,A young man silently drifts through the daily routine waiting for his life to begin. An old man hears fatal news and wonders what his life has meant. The paths of these two men cross when a heart attack strikes the old man as he exits the hospital parking ramp and the young man working the parking ramp booth at the exit becomes the only man who can come to the dying m... Leer todo,6,before dying,2005
168,-,Patricia Bourgeois,"['Patricia Bourgeois', 'Chris Carter']",-,-,surfacing,2005
169,-,"['Michael Bartolotta', 'Stephen Lindsay']",Stephen Lindsay,"Committed to a mental institution, Donna (Dina Crocetti) engages in a showdown for her sanity as she battlies her lifetime of demons, embodied by the Man in Black (Jeff Miller).",18,donna's room,2005
170,8.1,Aaron Himelstein,Aaron Himelstein,-,30,sugar mountain,2005
171,6.4,['Richard Keith Quintero'],"['Craig Robert', 'Young Richard', 'Keith Quintero']",A hasbeen boyband member crosses the pond from the UK to become the next big... Wannabe!,83,wannabe,2005
172,7.0,Rodrigo Ordoñez,Rodrigo Ordoñez,-,11,el día menos pensado,2005
173,7.9,['Cameron B Alyasin'],['Cameron B Alyasin'],Dijo is an eleven-year-old orphaned refugee from the country of Congo. One day a police officer arrives at his school. He is investigating a murder. Dijo is identified as witness to the crime..,18,aldrig en absolution,2005
174,7.4,Rima Tamou,Rima Tamou,On the eve of closing a lucrative deal life for obnoxious businessman Clinton Spice is about to go horribly wrong. After a chance meeting with a vivacious young women his pitching documents go missing and in desperation he sets out to track down the thief before his pending deadline. But what he finds is the last thing he ever expected,26,sa black thing,2005
175,7.1,Alberto Guiducci,Alberto Guiducci,-,35,novembre - le giornate di trieste,2005
176,8.2,Martin Buzora,Martin Buzora,"A young man has the time of his life with the most beautiful woman he's ever met, only to wake up alone after his one night stand. As he struggles to find her, he learns life's hardest lesson about love, sex and heartache.",12,a woman of wealth and taste,2005
177,7.8,Julie Gousty,Julie Gousty,-,6,les yeux ouverts,2005
178,8.9,['Thomas J Cabela'],['Thomas J Cabela'],"When Jasper Ankle, the lonely janitor at the Opera, first hears the voice of beautiful understudy Ortenzia Destino, an emptiness in his heart is filled. When the lead is mysteriously murdered Ortenzia takes her place on stage, and from there becomes a famous diva. As Ortenzia's star rises her life becomes increasingly unbearable. Not only is she expected to compromise... Leer todo",13,the blue aspic,2005
179,-,Ben Bronstein,-,"When a highschool teacher crosses the line, his students cross a line on their own.",24,clarity,2005
180,-,Sahra Bhimji,Sahra Bhimji,"Lucy, a young woman lives with her grandmother, Mary, in a rough San Francisco neighborhood. When Mary's favorite tree is threatened with removal, Lucy builds a bird's nest in an effort to protect the tree from being cut down.",9,nest,2005
181,-,Raul Rivera,Raul Rivera,-,5,tag,2005
182,7.4,Zeina Durra,Zeina Durra,"Soraya is a French/Palestinian living in New York. Soraya and her Boyfriend Yusif are reported to the office of Homeland Securty by the ""super"" of Soraya's building after one of her 7 dogs is hit by a car due to Yusif's carelessness.",22,seventh dog,2005
183,,,,,,live-in,2005
184,7.0,['Sarah Michelle Abbott'],['Sarah Michelle Abbott'],"Jessica and Ethan are a young loving couple. They both know they are destined to be together. However, that is challenged when Jessica realizes that she is pregnant. Both have opposing beliefs on what should be done. What will their ultimate decision be?",11,spark,2005
185,7.2,Michael Scalisi,Michael Scalisi,"A vengeful husband and a cheating wife inadvertently and unbeknownst to each other, hire the same hitman to kill each other.",22,spit,2005
186,7.6,['Anthony La Molinara'],['Anthony La Molinara'],-,-,lonesome matador,2005
187,-,Thanassis Totsikas,Thanassis Totsikas,-,18,exit,2005
188,-,Ethan Moe,Stanley Robinson,-,-,the message,2005
189,3.8,Mischa Livingstone,Mischa Livingstone,An emotionally fragile woman struggles to free herself from the ghosts of her past as she embarks on a relationship with a young musician and extricates herself from the grip of her overbearing father.,22,barbara jean,2005
190,-,Floyd Diebel,Floyd Diebel,-,-,nuance,2005
191,-,Ysé Tran,Ysé Tran,-,16,passing shot,2005
192,6.8,Antoine Barraud,Antoine Barraud,-,28,monstre,2005
193,-,Mick Shane,Mick Shane,"A Gothic Florida tale: Ray Gable seduces the mentally unstable, eighteen year old daughter of a client and causes a local scandal. Ray Gable's wife cleans up the mess. Violently.",14,water over wine,2005
194,-,['Michael Mc Cafferty'],['Michael Mc Cafferty'],-,5,the jogger,2005
195,-,Philippe Sfez,Philippe Sfez,-,22,majorité,2005
196,2.3,Jane Gull,Jane Gull,-,10,together alone,2005
197,-,Fabien Naudier,Fabien Naudier,"Dino Polanski is in his fifties. An apathetic and depressive man with no plans for the future, he has a fragile relationship with Goundo, a Senegalese woman. She gives him an ultimatum, related to an old dream: make a journey to Senegal together.",29,longue peine,2005
198,-,Katherine Lee,Katherine Lee,"Albert has cancer. He has three months to live. Being a practical man he prepares for his death in a practical way. He clears his debts; informs is grown-up daughter,Jude; organizes his funeral and builds his own coffin. Conflict arises when Jude returns home unexpectedly and discovers the coffin.",14,settling up,2005
199,6.9,Suzi Yoonessi,Nina Shengold,A haunted woman meets a teenage hitchhiker with a mysterious past.,10,no shoulder,2005
200,7.0,William Speruzzi,William Speruzzi,"An edgy, visceral journey that briefly explores a dysfunctional friendship between two working class men and the overwhelming personal loss that haunts them both.",18,the face of the earth,2005
201,8.5,['Matthew E Goldenberg'],['Matthew E Goldenberg'],-,17,black forest,2005
202,6.4,Justin Lerner,Justin Lerner,Anna's imagination becomes her reality when her boyfriend suddenly and inexplicably departs. ECHOSTOP is her day-long struggle to escape the memory of him.,12,echostop,2005
203,-,Johnny Miami,Johnny Miami,Frenetic nightlong odyssey through a twisted drug underworld where nothing is as it seems.,83,full circle,2005
204,7.8,Steve Wire,['R Grant Gomm'],"When Chris Webber goes into his six-year-old daughter, Candace's room to wake her one morning, he discovers that she is missing and the screen to her window is out of place. Chris and his wife, Lisa quickly begin the search for their missing daughter. After the police arrive and question the Webbers, a mysterious phone call brings pivotal news...",-,tears,2005
205,-,Gabrielle Russell,"['Gabrielle Russell', 'Julian Thomlinson']","At his mother's wedding party, Tom meets Hannah. She says she wants to see the sea. Tom thinks he knows the way.",10,the wrong sea,2005
206,8.7,Charles Tashiro,Charles Tashiro,A man relaxing after a shower gets a surprise.,2,a little movie,2005
207,7.7,Hidetoshi Oneda,"['John Keats', 'Hidetoshi Oneda', 'Mark Smylie']","Based on the John Keats poem of the same name, this adaptation tells the story of a knight who encounters a mysterious lady and falls in love with her, but becomes paralyzed when her true form horrifies him.",15,la belle dame sans merci,2005
208,-,['Kristinn M Ingvarsson'],"['Niels Buchholzer', 'Kristinn M Ingvarsson']",-,20,hverken fugl eller fisk,2005
209,4.7,Charles Peterson,Charles Peterson,-,17,laws of deception,2005
210,,,,,,la casa,2005
211,-,Nicolás Kliczkowski,Nicolás Kliczkowski,-,8,franco,2005
212,-,Phil Anderson,Phil Anderson,-,20,abuse,2005
213,9.9,['Sean Le Sure'],['Reginald Vel Johnson'],-,17,sunday evening haircut,2005
214,-,Elizabeth Holder,-,-,15,the diversion,2005
215,-,Joseph Lawsky,Joseph Lawsky,This is the worker bee. He is a slave to the wishes and demands of the queen. Each day is a copy of the day before. We examine his actions in detail in search of an answer.,7,nine to five,2005
216,8.2,"['S J', 'Main Mu']","['S J', 'Main Mu', 'Shannon Factor']","An aged Mexican man recounts a vivid memory of his youth: The year was 1959. At the age of 17, Niño arrived to California from Mexico to live with his father, Chappa, on a modest cattle ranch in the rural coastal Santa Lucia Mountains. Working tedious hours as a ranch-hand, Niño found himself trapped within the confines of a barbed wire world. Niño could not imagine a... Leer todo",17,la cerca,2005
217,-,Craig Michaelson,['Jefferson L Davis'],-,-,darling nikki,2005
218,,,,,,laundry night,2005
219,7.7,Shannon Kendall,"['Shannon Kendall', 'Lincoln Ruchti']","A guy who repossesses cars and is a janitor at a local YMCA, learns about friendship and doing the right thing through a fifteen year old boy who goes to extreme measures to save his beloved YMCA.",18,repossessing kaufman,2005
220,-,Kerry Weldon,"['Ian Bricke', 'Alicia Rodriguez', 'Mc Gill']","In the wake of their mother's death, Flor comes to Val for the first time in years. In Val's small apartment, the sisters circle each other, caught in a familiar dance of rage and resentment. The inevitable collision brings with it the possibility of a new beginning.",10,quejíos,2005
221,4.7,Bastian Schweitzer,Bastian Schweitzer,"He is young, good-looking and of Arab descent and gets lost amongst the glamour of Paris international jet set.",15,gigolo,2005
222,5.2,Miquel Galofré,"['Miquel Galofr', 'Blai Mant']",-,7,gua! pa!,2005
223,-,Nicolas Brossette,Nicolas Brossette,"This is the story of Léa, a young girl, and Léo, a young priest on the French coast of the English Channel. Léa is walking into the cold sea while Léo is seeking little pieces of metal he use to make little statuettes. Léo save the life of the pretty Léa. But who is this girl anyway ? What is her past ? She beg to stay in Léo's home, and confess she has murdered a man... Leer todo",20,léoléa,2005
224,5.5,Lisa Munthe,"['Jens Jonsson', 'Lisa Munthe']",-,29,parasiten,2005
225,8.7,Chris Vallone,Chris Vallone,-,-,the agent,2005
226,-,Nicolás Tapia,Jesús Salcedo,-,14,k.o.,2005
227,7.8,Jason Harrington,Jason Harrington,-,13,flowers of the madman,2005
228,7.5,Julien Roussel,"['Anastasia Roussel', 'Julien Roussel']","When Aimée Price, a beautiful yet unhappy young woman, encounters a mysterious antiquarian, her life changes forever. He promises her a lifetime of happiness in exchange for one year of her youth. But 30 years later Aimée learns that a single year can be a lifetime.",40,aimée price,2005
229,7.3,Paul Cuoco,Paul Cuoco,"In an impassioned message from the grave, one concentration camp Liberator forces us to remember the horror humanity is capable of. Utilizing actual photos from the Buchenwald concentration camp, and a soulful performance by Harrison Young, Inheritance is a gut-wrenching experience that not only informs, but puts the burden of defending humanity squarely on the viewer... Leer todo",9,inheritance,2005
230,8.4,Tena Montoya,Tena Montoya,-,18,crimes against charlie,2005
231,5.8,Jasmine Kosovic,"['Jasmine Kosovic', 'Mary Kuryla']","Easter Sunday and a sensitive 10-year-old girl, Viv gets unexpected visit from her disturbed mother. Despite some difficult feelings and emotion and confusion, Viv learned the way to express and to forgive and understand her mother.",14,easter sunday,2005
232,8.8,['Angela Torres Camarena'],"['Angela Torres', 'Camarena David', 'Blue Garcia', 'Meghan Seidel']",A look at one example of what really goes on behind closed doors and white picket fences in the 'peaceful' average suburban American home. A fresh coat of paint can only temporarily hide the cancer that grows within.,7,intersection,2005
233,8.2,Elan Glasser,"['Thomas Lavane', 'Bung Elan Glasser']","In 1970, at the height of the Vietnam War, best friends Zack and Rico are called in for their military draft physicals. Zack has a hilarious plan for them to fail the physical exams, but Rico is torn between loyalty to his friend and to his family's patriotic beliefs. At the end of the day, both of their lives will change dramatically.",13,induction,2005
